Name	Length	EffectiveLength	SRR848942	SRR848988	SRR848944	SRR848985	SRR848977	SRR848953	SRR848978	SRR848961	SRR848958	SRR848979	SRR848966	SRR848989	SRR848965	SRR848956	SRR848980	SRR848957	SRR848984	SRR848986	SRR848941	SRR848982	SRR848991	SRR848954	SRR848993	SRR848945	SRR848960	SRR848969	SRR848964	SRR848943	SRR848946	SRR848951	SRR848938	SRR848987	SRR848990	SRR848959	SRR848955	SRR848970	SRR848975	SRR848937	SRR848939	SRR848983	SRR848967	SRR848992	SRR848940	SRR848968	SRR848971	SRR848963	SRR848994	SRR848949	SRR848981	SRR848976	SRR848952	SRR848973	SRR848950	SRR848936	SRR848962	SRR848947	SRR848948	SRR848972	SRR848974
GUT_GENOME014311_00806;mtrG	234	234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME014311_00926;mer	966	966.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME014311_00950;ftr_1	891	891.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME014311_01691;mcrB	1329	1329.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME001950_00029;ftr_2	891	891.0	0.0	0.0	0.0	0.0	2448.402549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	820.881362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2407.883939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3632.174761	0.0	0.0
GUT_GENOME001950_00404;mtrG	246	246.0	0.0	0.0	0.0	854932.717361	111144.190322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122146.351602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179838.947881	0.0	0.0	0.0	0.0	0.0	0.0	82235.498431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157617.351084	0.0	118212.073154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME001950_00405;mtrF	207	207.0	0.0	0.0	0.0	0.0	211647.419401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	379519.245671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409414.529918	0.0	0.0	0.0	0.0	0.0	0.0	455783.09106	114034.607108	0.0	120087.027388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME001950_00406;mtrA1	717	717.0	0.0	0.0	0.0	0.0	39798.247742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9300.560631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28198.920895	0.0	0.0	0.0	0.0	0.0	0.0	16248.100252	36472.273288	0.0	0.0	0.0	0.0	0.0	162467.827884	51023.026005	0.0	31387.203764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30314.328595	0.0	0.0
GUT_GENOME001950_00407;mtrB	330	330.0	0.0	0.0	0.0	0.0	31805.045538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21721.734508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100888.141188	0.0	0.0	0.0	0.0	0.0	0.0	31303.957609	0.0	0.0	0.0	0.0	0.0	0.0	32058.372507	43552.846285	0.0	86780.176946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154947.878684	0.0	0.0
GUT_GENOME001950_00408;mtrC	813	813.0	0.0	0.0	0.0	0.0	3094.263782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6618.119247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19060.018197	0.0	0.0	0.0	0.0	0.0	0.0	5913.226975	29745.556605	0.0	0.0	0.0	0.0	0.0	0.0	20531.769604	0.0	41703.162947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8311.700172	0.0	0.0
GUT_GENOME001950_00409;mtrD	702	702.0	0.0	0.0	0.0	36465.030004	5382.97984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21705.112255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34253.536183	0.0	0.0	0.0	0.0	0.0	0.0	15099.457107	18904.107064	0.0	0.0	0.0	0.0	0.0	0.0	40790.495621	0.0	33714.384002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41829.065546	0.0	0.0
GUT_GENOME001950_00410;mtrE	879	879.0	0.0	0.0	0.0	13111.685177	10256.138455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14243.696056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46006.887939	0.0	0.0	0.0	0.0	0.0	0.0	18280.725457	13199.150143	0.0	0.0	0.0	0.0	0.0	8482.011593	42933.018393	0.0	31785.248496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7407.960466	0.0	0.0
GUT_GENOME001950_00411;mcrA	1656	1656.0	0.0	0.0	0.0	11743.882307	35499.223788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46410.59689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72215.969071	0.0	0.0	0.0	0.0	0.0	0.0	76083.588549	181119.247839	0.0	0.0	0.0	0.0	0.0	37117.147517	63392.299101	0.0	70808.062859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51984.30258	0.0	0.0
GUT_GENOME001950_00412;mcrG	762	762.0	0.0	0.0	0.0	0.0	122885.830236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43673.771022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70153.823598	0.0	0.0	0.0	0.0	0.0	0.0	60313.142587	16488.309615	0.0	0.0	0.0	0.0	0.0	95690.006933	85047.759891	0.0	24247.282874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32118.769125	0.0	0.0
GUT_GENOME001950_00415;mcrB	1332	1332.0	0.0	0.0	0.0	7628.31682	46883.574594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29384.152871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72125.705163	0.0	0.0	0.0	0.0	0.0	0.0	37513.565787	30699.141778	0.0	0.0	0.0	0.0	0.0	25530.634924	54011.810609	0.0	35132.821106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99900.068429	0.0	0.0
GUT_GENOME001950_00744;hmd	1014	1014.0	0.0	0.0	0.0	21669.594625	23767.956993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25402.755907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61144.294319	0.0	0.0	0.0	0.0	0.0	0.0	24608.014697	113723.014058	0.0	0.0	0.0	0.0	0.0	15728.51307	33391.865474	0.0	31723.477244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME001950_01268;fwdG	231	231.0	0.0	0.0	0.0	0.0	6843.738302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136979.079437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98866.963029	0.0	51854.498623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	347750.014465	0.0	0.0
GUT_GENOME001950_01493;ftr_1	891	891.0	0.0	0.0	0.0	0.0	8162.707173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4104.40681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10019.790627	0.0	0.0	0.0	0.0	0.0	0.0	7411.041106	38803.532795	0.0	0.0	0.0	0.0	0.0	0.0	9631.535754	0.0	2834.246867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14528.699044	0.0	0.0
GUT_GENOME001966_00499;mch	972	972.0	0.0	0.0	0.0	0.0	2175.651369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1444.172146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8830.643546	0.0	0.0	0.0	0.0	0.0	0.0	1145.60465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4280.686403	0.0	2509.894065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12847.526885	0.0	0.0
GUT_GENOME001966_01515;mer	966	966.0	0.0	0.0	0.0	11521.174771	282019.244069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119487.347453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133547.020318	0.0	0.0	0.0	0.0	0.0	0.0	172157.150654	344599.300898	0.0	0.0	0.0	0.0	0.0	139812.648058	142434.946973	0.0	194912.788158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90710.20149	0.0	0.0
GUT_GENOME005651_00712;mcrB	1332	1332.0	0.0	0.0	0.0	0.0	51583.50877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10603.651226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49280.285839	0.0	0.0	0.0	0.0	0.0	0.0	31546.555917	66114.551377	0.0	0.0	0.0	0.0	0.0	18955.979241	29090.307177	0.0	31415.049575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31605.433537	0.0	0.0
GUT_GENOME005651_00715;mcrG	762	762.0	0.0	0.0	0.0	32201.789603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70153.821756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16488.309615	0.0	0.0	0.0	0.0	0.0	8373.767213	0.0	0.0	54264.721834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32118.769125	0.0	0.0
GUT_GENOME005651_00716;mcrA	1656	1656.0	0.0	0.0	0.0	0.0	2426.884602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3149.7233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9378.569376	0.0	0.0	0.0	0.0	0.0	0.0	7735.468628	11918.799919	0.0	0.0	0.0	0.0	0.0	0.0	6960.82755	0.0	5775.868348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00717;mtrE	882	882.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00718;mtrD	702	702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00719;mtrC	825	825.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00720;mtrB	330	330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00721;mtrA1	720	720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00722;mtrF	207	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_00723;mtrG	243	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_01117;ftr_1	891	891.0	0.0	0.0	0.0	0.0	2174.992477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1646.654234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_01145;mch	972	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22785.35286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_01247;mer	966	966.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4541.908045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11719.918422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15189.472604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME005651_01264;hmd	1014	1014.0	0.0	0.0	0.0	10725.809333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2463.760243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30361.716058	0.0	0.0	0.0	0.0	0.0	0.0	1343.717442	47219.433726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15662.539147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36360.932336	0.0	0.0
GUT_GENOME005651_01316;ftr_2	891	891.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	820.881362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3632.174761	0.0	0.0
GUT_GENOME005651_01405;fwdG	231	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME236870_00035;mch	972	972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME236870_00791;fwdG	231	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUT_GENOME236870_00815;hmd	1014	1014.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
